Job-Title,Company Name,Segmentation,Skills they are looking for,Date Posted
Graphic Designing,Anantha Cyber Tech Pvt Limited,Information Technology,"['IT', 'SkillsTestingHTMLCSSGraphic', 'designingSaleshtml5Corel', 'Draw']",30+ Days Ago
Business Development Executive,Anantha Cyber Tech Pvt Limited,Information Technology,"['StaffingBusiness', 'Development', 'ExecutiveSales', 'ExecutiveInformation', 'technologyRecruitment']",30+ Days Ago
Front End Developer,Anantha Cyber Tech Pvt Limited,Information Technology,"['IT', 'SkillsAngularjsHTMLCSSJavascriptPerformance', 'tuningCore', 'JavajQuery']",30+ Days Ago
Java Developer,Anantha Cyber Tech Pvt Limited,Information Technology,"['IT', 'SkillsJavaPerformance', 'tuningcontinuous', 'integrationCore', 'JavaArchitectural', 'designAgileTechnical', 'leadership']",30+ Days Ago
Java Developer,Anantha Cyber Tech Pvt Limited,Information Technology,"['IT', 'SkillsJavaPerformance', 'tuningcontinuous', 'integrationAutomation', 'testingArchitectural', 'designAgileTechnical', 'leadership']",30+ Days Ago
Senior PHP Developer,Anantha Cyber Tech Pvt Limited,Information Technology,"['IT', 'SkillsJavaPHPCSSSmartyWeb', 'servicesjQueryXML']",30+ Days Ago
Junior PHP Developer,Anantha Cyber Tech Pvt Limited,Information Technology,"['IT', 'SkillsJavaPHPCSSSmartyWeb', 'servicesjQueryXML']",30+ Days Ago
Cognos TM1 developer,Anantha Cyber Tech Pvt Limited,Information Technology,"['SalesCognosInformation', 'technology']",30+ Days Ago
HR Generalist,Anantha Cyber Tech Pvt Limited,Information Technology,"['SalesStaffingInformation', 'technologyRecruitment']",30+ Days Ago
Sr . PL / SQL - INFORMATICA DEVELOPER,Anantha Cyber Tech Pvt Limited,Information Technology,"['IT', 'SkillsPythonProject', 'ManagementOracleBPOproject', 'managementUnixPerformance', 'tuning']",30+ Days Ago
Process associate,Anantha Cyber Tech Pvt Limited,Information Technology,"['Process', 'AssociateBackendPayrollStaffingE-commerceSales', 'processInformation', 'technology']",30+ Days Ago
Process - Associate,Anantha Cyber Tech Pvt Limited,Information Technology,"['Process', 'AssociateExcelSalesMS', 'WordMS', 'OfficeInformation', 'technologyVMS']",30+ Days Ago
Project Manager,Anantha Cyber Tech Pvt Limited,Information Technology,"['IT', 'SkillsDevOpsProject', 'ManagementProgram', 'ManagementBPOproject', 'managementTechnical', 'ArchitectSales']",30+ Days Ago
Dot NET with MVC,Anantha Cyber Tech Pvt Limited,Information Technology,"['IT', 'SkillsASP.NetjQueryADO.NetWeb', 'developmentSoftware', 'development', 'life', 'cycleEntity', 'frameworkMVC']",30+ Days Ago
Cognos Developer,Anantha Cyber Tech Pvt Limited,Information Technology,"['metadataLinuxCognosPostgresqlData', 'structuresWorkflowUnit', 'testingInformation', 'technology']",30+ Days Ago
java trainee,Anantha Cyber Tech Pvt Limited,Information Technology,"['IT', 'SkillsJavaPHPOracleHTMLCSS.NetJava', 'Trainee']",30+ Days Ago
Technical Arichtect,Anantha Cyber Tech Pvt Limited,Information Technology,"['IT', 'SkillsAngularjsTechnical', 'ArchitectSalesJavascriptangularjsInformation', 'technologyRuby', 'on', 'rails']",30+ Days Ago
Manual Testing,Anantha Cyber Tech Pvt Limited,Information Technology,"['Computer', 'scienceAutomationTest', 'scriptsDefect', 'trackingTest', 'casesBugzillaInformation', 'technologyUser', 'acceptance', 'testing']",30+ Days Ago
Corporate Sales Execuitve,Anantha Cyber Tech Pvt Limited,Information Technology,"['Finance', 'HeadCold', 'callingInterpersonal', 'skillsExecutive', 'Sales', '&', 'MarketingMarketing', 'campaignsBusiness', 'strategySales', 'ExecutiveInformation', 'technology']",30+ Days Ago
Tableau Developer,Anantha Cyber Tech Pvt Limited,Information Technology,"['Data', 'analysisPublishingdevelopment', 'testingData', 'modelingAnalyticalSchemaArchitectural', 'designDesign', 'development']",30+ Days Ago
Accountant,Anantha Cyber Tech Pvt Limited,Information Technology,"['TDSTally', 'ERPFixed', 'assetsSales', 'taxBook', 'KeepingCash', 'flowInventory', 'controlTaxation']",30+ Days Ago
Xamarin Developer,Anantha Cyber Tech Pvt Limited,Information Technology,"['Performance', 'tuningVersion', 'controlMVVMSilverlightSQLiteApplication', 'developmentMVCWPF']",30+ Days Ago
NFV / SDN Lead,Anantha Cyber Tech Pvt Limited,Information Technology,"['Solution', 'architectureAnalytical', 'skillsSOAEnterprise', 'architectureTOGAFdata', 'securityInfrastructureTelecommunication']",30+ Days Ago
ITAM Associate consultant,Anantha Cyber Tech Pvt Limited,Information Technology,"['Operations', 'managementReport', 'generationExcelMS', 'AccessComplianceRecords', 'managementServer', 'installationAsset', 'management']",30+ Days Ago
Ruby on Rails Developers,Anantha Cyber Tech Pvt Limited,Information Technology,"['Content', 'managementBackendFront', 'endGITPostgresqlWeb', 'developmentJavascriptAgile']",30+ Days Ago
Node JS Developer,Anantha Cyber Tech Pvt Limited,Information Technology,"['Application', 'integrationsecurity', 'complianceAutomation', 'testingFront', 'endGITWeb', 'servicesMongoDBSDK']",30+ Days Ago
Android developer,Anantha Cyber Tech Pvt Limited,Information Technology,"['MavenMultithreadingMemory', 'managementEclipseandroid', 'studioJSONAndroid', 'SDKInformation', 'technology']",30+ Days Ago
Sybase Developer,Anantha Cyber Tech Pvt Limited,Information Technology,"['SQL', 'queriesSalesDatabase', 'managementSybase', 'IQUser', 'administrationUnit', 'testingManagementInformation', 'technology']",30+ Days Ago
Magik developer,Anantha Cyber Tech Pvt Limited,Information Technology,"['Software', 'testingSolution', 'salesData', 'modelingCodingSoftware', 'development', 'life', 'cycleInvestigationUnit', 'testingInformation', 'technology']",30+ Days Ago
Content writer,Anantha Cyber Tech Pvt Limited,Information Technology,"['Marketing', 'campaignsConsultingTechnology', 'marketingDigital', 'marketingSolution', 'marketingInformation', 'technologySales', 'consulting']",30+ Days Ago
Senior Informatica Developer,Anantha Cyber Tech Pvt Limited,Information Technology,"['Data', 'analysisSalesData', 'managementOracle', 'SQLDatabasePLSQLInformaticaInformation', 'technology']",30+ Days Ago
Informatica Developer,Anantha Cyber Tech Pvt Limited,Information Technology,"['Data', 'analysisSalesData', 'managementOracle', 'SQLDatabasePLSQLInformaticaInformation', 'technology']",30+ Days Ago
IT Systems Analyst,Anantha Cyber Tech Pvt Limited,Information Technology,"['UnixMavenHibernateLinuxEnterprise', 'applicationsXMLAgileStruts']",30+ Days Ago
Database Performance Tuning Expert,Anantha Cyber Tech Pvt Limited,Information Technology,"['Performance', 'tuningMultithreadingOracle', 'SQLData', 'modelingDebuggingSchemaHTTPBusiness', 'applications']",30+ Days Ago
Technical Manager,Anantha Cyber Tech Pvt Limited,Information Technology,"['XMLXSLTBiztalkWindowsWCFVisual', 'StudiomicrosoftInformation', 'technology']",30+ Days Ago
Sybase Admin,Anantha Cyber Tech Pvt Limited,Information Technology,"['AdministrationSalesDatabase', 'managementSybase', 'IQUser', 'administrationManagementInformation', 'technologySQL']",30+ Days Ago
UI Designer,Anantha Cyber Tech Pvt Limited,Information Technology,"['jQueryFront', 'endWeb', 'developmentJavascriptPHPHTMLbootstrapangularjs']",30+ Days Ago
"WordPress Developer , PHP",Anantha Cyber Tech Pvt Limited,Information Technology,['DrupalLinuxMySQLWordpressDebuggingJavascriptPHPZend'],30+ Days Ago
MSBI / SQL Developer,Anantha Cyber Tech Pvt Limited,Information Technology,"['T-SQLData', 'migrationSalesSSRSProgrammingASP.NetMSBIInformation', 'technology']",30+ Days Ago
ARCFM Senior developers,Anantha Cyber Tech Pvt Limited,Information Technology,"['Sql', 'Server', '2008SQL', 'queriesWeb', 'servicesDatabase', 'designJavascriptFlexArcgis', 'desktopStored', 'procedures']",30+ Days Ago
AWS Architect,Anantha Cyber Tech Pvt Limited,Information Technology,"['Automationsecurity', 'architectcloud', 'securityEnterprise', 'applicationsDatabaseprivate', 'cloudTroubleshootingInformation', 'technology']",30+ Days Ago
Dot Net Developer,Anantha Cyber Tech Pvt Limited,Information Technology,"['T-SQLData', 'migrationSalesSSRSProgrammingASP.NetInformation', 'technologydatabase', 'development']",30+ Days Ago
Hadoop Developer,Anantha Cyber Tech Pvt Limited,Information Technology,"['SalesInfrastructure', 'managementflumeHadoopWorkflowUnit', 'testingsqoopManagement']",30+ Days Ago
ArcFM Developer,Anantha Cyber Tech Pvt Limited,Information Technology,"['Sql', 'Server', '2008SQL', 'queriesWeb', 'servicesDatabase', 'designJavascriptFlexArcgis', 'desktopStored', 'procedures']",30+ Days Ago
Cold Fusion Developer,Anantha Cyber Tech Pvt Limited,Information Technology,"['MS', 'SQLjQuerySalesMySQLJavascriptDatabaseOracleInformation', 'technology']",30+ Days Ago
Cold Fusion Developer,Anantha Cyber Tech Pvt Limited,Information Technology,"['Performance', 'tuningWeb', 'servicesjQueryMySQLpayment', 'gatewaysJSONMVCInformation', 'technology']",30+ Days Ago
UX Designer,Anantha Cyber Tech Pvt Limited,Information Technology,"['BiddingRFImanagementPresalesInformation', 'technologyRFPMonitoring']",30+ Days Ago
Hadoop Developer,Anantha Cyber Tech Pvt Limited,Information Technology,['SalessparkflumeHadoopInfrastructureWorkflowsqoopManagement'],30+ Days Ago
IT Project Manager,Anantha Cyber Tech Pvt Limited,Information Technology,"['Salesdevelopment', 'testingProject', 'managementScrumagile', 'coachInformation', 'technologySDLCProject', 'execution']",30+ Days Ago
PIM ERPM End User Support Admin,Anantha Cyber Tech Pvt Limited,Information Technology,"['Computer', 'scienceInterpersonal', 'skillsHelpdeskAccess', 'managementAnalyticalEnd', 'User', 'SupportManager', 'TechnologyDeployment']",30+ Days Ago
Python - API Tech Lead,Anantha Cyber Tech Pvt Limited,Information Technology,"['CodingDatabase', 'designMySQLDebuggingJavascriptHTTPJSONApache']",30+ Days Ago
Sr . Python Developer,Anantha Cyber Tech Pvt Limited,Information Technology,"['CodingDatabase', 'designMySQLDebuggingJavascriptHTTPJSONApache']",30+ Days Ago
PIM Lieberman Deployment,Anantha Cyber Tech Pvt Limited,Information Technology,"['Computer', 'scienceInterpersonal', 'skillsSalesHelpdeskAccess', 'managementAnalyticalManager', 'TechnologyDeployment']",30+ Days Ago
Hadoop admin,Anantha Cyber Tech Pvt Limited,Information Technology,"['Hadoop', 'AdministrationInfrastructure', 'setupDeploymentTroubleshootingbig', 'dataInformation', 'technologyOperationsTechnology', 'operations']",30+ Days Ago
UK Recruiter,Anantha Cyber Tech Pvt Limited,Information Technology,"['SalesStrategy', 'developmentInformation', 'technologyRecruitment']",30+ Days Ago
UK BDM,Anantha Cyber Tech Pvt Limited,Information Technology,"['Cold', 'callingSalesRelationshipInformation', 'technology']",30+ Days Ago
PHP Developers,Anantha Cyber Tech Pvt Limited,Information Technology,"['jQueryCodingMySQLDebuggingJavascriptPHPHTTPUnit', 'testing']",30+ Days Ago
SAS Admin,Anantha Cyber Tech Pvt Limited,Information Technology,"['UnixReport', 'generationArchitectureControl-MDeploymentSAS', 'ProgrammingSAS', 'Management', 'consoleTroubleshooting']",30+ Days Ago
UK IT Recruiter,Anantha Cyber Tech Pvt Limited,Information Technology,"['MS', 'SQLjQuerySalesMySQLJavascriptDatabaseOracleInformation', 'technology']",30+ Days Ago
Team Lead,Anantha Cyber Tech Pvt Limited,Information Technology,"['SIDEInterpersonal', 'skillsSalesProduction', 'supportFlexDeploymentios', 'developmentInformation', 'technology']",30+ Days Ago
System Integration Testing Lead,Anantha Cyber Tech Pvt Limited,Information Technology,"['VMwareMS', 'SQLIISSystem', 'integration', 'testingPerlWindowsInformation', 'technologyTest', 'case', 'design']",30+ Days Ago
ColdFusion Developer,Anantha Cyber Tech Pvt Limited,Information Technology,"['MS', 'SQLjQuerySalesMySQLJavascriptDatabaseOracleInformation', 'technology']",30+ Days Ago
MVC architecture,Anantha Cyber Tech Pvt Limited,Information Technology,"['SAPjQuerySaleshtml5EclipseMVC', 'architectureJavascriptInformation', 'technology']",30+ Days Ago
Sr . Java Developer,Anantha Cyber Tech Pvt Limited,Information Technology,"['Java', 'ServletsHibernateCore', 'JavajQueryWeb', 'servicesJavascriptJ2EeHTML']",30+ Days Ago
IOS Developer,Anantha Cyber Tech Pvt Limited,Information Technology,"['GraphicsComputer', 'scienceMobile', 'developmentSalesAnimationios', 'developmentInformation', 'technology']",30+ Days Ago
Dot Net With SSRS Developer,Anantha Cyber Tech Pvt Limited,Information Technology,"['T-SQLData', 'migrationSalesSSRSProgrammingASP.NetInformation', 'technologydatabase', 'development']",30+ Days Ago
Cloud Application & Development,Anantha Cyber Tech Pvt Limited,Information Technology,"['Cloud', 'computingMS', 'SQLSoftware', 'designPAASApplication', 'developmentJSONWindowsWCF']",30+ Days Ago
ODI Developer,Anantha Cyber Tech Pvt Limited,Information Technology,"['Performance', 'tuningShell', 'scriptingPackagingUnix', 'operating', 'systemWindowsStored', 'proceduresLoad', 'balancingInformation', 'technology']",30+ Days Ago
Senior MVC Developers,Anantha Cyber Tech Pvt Limited,Information Technology,"['LINQWindows', 'applicationEntity', 'frameworkASP.NetApplication', 'developmentMVCVisual', 'StudioTest', 'cases']",30+ Days Ago
Cloud Developer,Anantha Cyber Tech Pvt Limited,Information Technology,"['MVVMRDBMSSilverlightAgileISSUnit', 'testingASP.Net', 'MVCInformation', 'technology']",30+ Days Ago
Mid Tier Developers,Anantha Cyber Tech Pvt Limited,Information Technology,"['LINQWindows', 'applicationEntity', 'frameworkApplication', 'developmentMVCVisual', 'StudioTest', 'casesUnit', 'testing']",30+ Days Ago
Delivery Lead,Anantha Cyber Tech Pvt Limited,Information Technology,"['Delivery', 'LeadExecutiveStaffingmanagementProcess', 'improvementTalent', 'sourcingInformation', 'technologyRecruitment', 'Lead']",30+ Days Ago
SAP SD,Anantha Cyber Tech Pvt Limited,Information Technology,"['SAP', 'SDManagementProject', 'deliveryInformation', 'technologySales', 'managementTesting']",30+ Days Ago
C Programmer - Datacom,Anantha Cyber Tech Pvt Limited,Information Technology,"['UnixC++SalesProgrammingDatacomUnit', 'testingProduct', 'testingInformation', 'technology']",30+ Days Ago
Data Power Developer,Anantha Cyber Tech Pvt Limited,Information Technology,"['JMSXMLSchemaX12WTXEDIEdifactInformation', 'technology']",30+ Days Ago
GxP deployment / Configuration expert,Anantha Cyber Tech Pvt Limited,Information Technology,"['SalesLDAPDb2ibm', 'rationalSIEMDatabaseHealthcareDeployment']",30+ Days Ago
PHP Developer,Anantha Cyber Tech Pvt Limited,Information Technology,"['DrupaljQueryVersion', 'controlXMLMySQLPHPMongoDBOpen', 'source']",30+ Days Ago
Tech Lead,Anantha Cyber Tech Pvt Limited,Information Technology,"['Solution', 'salesLead', 'SoftwareArchitectureScalabilityTechnical', 'LeadInformation', 'technologySoftware', 'solutionsMonitoring']",30+ Days Ago
AS / 400 Developer,Anantha Cyber Tech Pvt Limited,Information Technology,"['SalesqueryAS400RPGInformation', 'technologySQL', 'development']",30+ Days Ago
Graphic Designer,Anantha Cyber Tech Pvt Limited,Information Technology,"['Graphic', 'designingSalesIllustratorPhotoshopInformation', 'technology']",30+ Days Ago
Sr . Marketing Analyst,Anantha Cyber Tech Pvt Limited,Information Technology,"['unica', 'campaignBase', 'SASAnalystMarketing', 'campaignsFinancial', 'operationsMarketing', 'AnalystInformation', 'technologyAnalytics']",30+ Days Ago
AS400 Developer,Larsen & Toubro Infotech Limited,Information Technology,"['Analytical', 'skillsProcess', 'orientationSQL', 'databaseComplianceDebuggingAS400RPGLEInformation', 'technology']",30+ Days Ago
AS400 Developer,Larsen & Toubro Infotech Limited,Information Technology,"['Analytical', 'skillsProcess', 'orientationSQL', 'databaseComplianceDebuggingAS400RPGLEInformation', 'technology']",30+ Days Ago
RPA Lead,Solugenix India Private Limited,Information Technology,"['IT', 'servicesProcess', 'automationAnalytical', 'skillsAutomationStaffingProcess', 'documentationManager', 'TechnologyProcess', 'development']",30+ Days Ago
Java - Principal Consultant,CDK GLOBAL (INDIA) PRIVATE LIMITED,Information Technology,"['IT', 'SkillsJavaAngularjsJavascriptHibernateXMLOOADJavascript']",30+ Days Ago
Pick Basic Developer,CDK GLOBAL (INDIA) PRIVATE LIMITED,Information Technology,"['TrainingExcelPHPDigital', 'marketingInformation', 'technologyAutomotiveInvestment']",30+ Days Ago
IT Automation Specialist,Diverse Lynx India Pvt. Ltd,Information Technology,"['Computer', 'scienceAutomationIISLinuxVB', 'SCRIPTPowershellActive', 'directoryWindows']",30+ Days Ago
Automation scripting Power shell,Diverse Lynx India Pvt. Ltd,Information Technology,"['Computer', 'scienceAutomationIISLinuxVB', 'SCRIPTServer', 'administrationActive', 'directoryWindows']",30+ Days Ago
Sr Mulesoft Developer,Netrovert Software Private Limited,Information Technology,"['SOAtechnicalitMiddlewareInformation', 'technologyapplication', 'lifecycle', 'managementtoolsquality']",30+ Days Ago
Senior ETL Developer,Codebees Technologies,Information Technology,"['Project', 'managementSSRSDebuggingApplication', 'developmentBusiness', 'intelligenceTroubleshootingInformation', 'technologyTechnical', 'support']",30+ Days Ago
Senior System Analyst,Brains & Machines Innovative Solutions,Information Technology,"['Computer', 'scienceProcess', 'designDatabase', 'designTechnical', 'designProject', 'managementWeb', 'developmentSoftware', 'development', 'life', 'cycleInformation', 'technology']",30+ Days Ago
Senior .Net Developer,Brains & Machines Innovative Solutions,Information Technology,"['servertechnicalWeb', 'developmentHTMLJSONmicrosoftresearchweb']",30+ Days Ago
Principal Software Engineer,Dell International Services India  Private Limited,Information Technology,"['C#NUnitWeb', 'Api.Net', 'CoreCSSHtml5JSONJQuery']",17 Days Ago
Software Engineer - Java/j2ee Frameworks,Anbiya Technologies,Information Technology,"['JavaJMSApplication', 'DesigningApplications', 'ImplementationDesign', 'PatternsOOADJavascriptAEM']",12 Days Ago
Software Engineer/Senior Software Engineer,MINDTECK,Information Technology,"['IT', 'SkillsPythonneo4jSCALACloudAWS']",5 Days Ago
Principal Software Engineer,RGF SELECT INDIA PRIVATE LIMITED,Information Technology,"['LinuxIT', 'SkillsSoftware', 'DevelopmentCloudC++Software', 'DevelopmentAlgorithmsBoost']",10 Days Ago
Technical Consultant- Plsql- WMS - Cloud Support,Blue Yonder Inc (Formerly JDA Software),Information Technology,"['Unixwarehouse', 'management', 'systemtechnical', 'supportticketing', 'toolsapplication', 'supportms', 'sql', 'servertroubleshootingnetworking']",30+ Days Ago
IT Infrastructure Administrator,NEKKANTI SYSTEMS PRIVATE LIMITED,Information Technology,"['IT', 'SkillsPythonDevOpsOracleJenkinsKVMDocker', 'SwarmCyber', 'Security']",4 Days Ago
SAP Solman,Tech Mahindra Ltd.,Information Technology,"['SAP', 'R2rSAP', 'Security', '&', 'ControlSAP', 'SOLMAN']",30+ Days Ago
Senior Software Engineer/ Technical Lead_ Java FullStack,CGI Information Systems and Management Consultants    Private Limited,Information Technology,"['JavaAngularjsCore', 'JavaHibernateCSSSoftware', 'EngineeringHTMLSpring']",25 Days Ago
Specialist Software Engineer - Angular | Remote Work,Add Nectar Solutions Pvt. Ltd.,Information Technology,['TypeScriptAngularjsJavascriptHTMLAngular'],10 Days Ago
Senior Software Engineer,Incapsulate India Private Limited,Information Technology,"['Software', 'EngineeringLightningSalesforce']",30+ Days Ago
IOS Developer - Immediate Hiring - Good Salary,HN Web Marketing Pvt Ltd,Information Technology,"['Application', 'DevelopmentUXUINetworkingCore', 'DataiPhone', 'DevelopmentIos', 'DevelopmentIDE']",30+ Days Ago
Excellent Job Opportunity For Network engineer-Bangalore/Hyderabad,Wissen Infotech Pvt. Ltd.,Information Technology,"['IT', 'SkillsCloudAzureWireless', 'ControllerroutingNetwork', 'engineerSwitchingFirewall']",3 Days Ago
Junior Software Developer,Freelancer Sachin Shivaram Rathod,Information Technology,"['IT', 'SkillsJavaPythonCSSJavascriptAWSSAPSalesforce']",Not Found
Senior Azure Engineer  Architect - Cyber Security,2Coms Consulting Pvt Ltd.,Information Technology,"['AzureCyber', 'SecurityNetworkingMcAfeeIPSTechnical', 'ArchitectureFirewallApplication', 'Security']",18 Days Ago
Senior Azure Engineer  Architect - Cyber Security,2Coms Consulting Pvt Ltd.,Information Technology,"['AzureCyber', 'SecurityNetworkingMcAfeeIPSTechnical', 'ArchitectureFirewallApplication', 'Security']",24 Days Ago
Senior Azure Engineer  Architect - Infrastructure Role,2Coms Consulting Pvt Ltd.,Information Technology,"['UnixAzure', 'appLoad', 'balancersHLDAzureNetworkingLLDPaas']",25 Days Ago
Online Trainer -,Sparc Cybertech Pvt Ltd,Information Technology,"['TrainingSoftware', 'Developmentit', 'developmentinformation', 'technology', 'developmentArtificial', 'IntelligenceMachine', 'Learning']",30+ Days Ago
Senior Software Engineer,Infogain India (P) Ltd.,Information Technology,['C#XamarinUIIOSAndroid'],30+ Days Ago
Window Tablet Admin/ Consultant.,Virtusa Consulting Services Pvt Ltd,Information Technology,"['IT', 'SkillsPythonTabletsNetworkingWindowsPrintersActive', 'Directory']",3 Days Ago
Sr. Software Development Engineer,Amazon India Software Dev Centre Pvt Ltd,Information Technology,"['developmentNetworkingtechnicalData', 'structuresdevelopingitBusiness', 'Executivetools']",30+ Days Ago
Mobile Application Developer,Laxmi Infotech,Information Technology,"['Application', 'DevelopmentIOSmobile', 'software', 'engineerMobile', 'Application', 'DevelopmentAndroidmobile', 'software', 'development']",19 Days Ago
Software Engineer (Testing),SenSen Video  Business Intelligence Private Limite   d,Information Technology,"['Manual', 'TestingSoftware', 'DevelopmentJavaWeb', 'TechnologiesJSONVisual', 'StudioJIRASQL']",11 Days Ago
Digital Marketing Interns - Fresher,Creotech Solutions Pvt Ltd,Information Technology,"['Social', 'mediaSocial', 'networkingMarketing', 'campaignscontent', 'generationSEODigital', 'marketingInternshipdigital', 'advertising']",30+ Days Ago
Content Writer,Deals Pitara,Information Technology,"['Promotional', 'campaignsTyping', 'speedWordCreativeContentSocial', 'networkingE-commerceProof', 'reading']",30+ Days Ago
Business Development Executive,Roamsoft Technologies Pvt Ltd,Information Technology,"['TrainingMarket', 'developmentProject', 'developmentInterpersonal', 'skillsNetworkingMarket', 'intelligenceRelationshipBusiness', 'Development', 'Executive']",30+ Days Ago
Big Data Hadoop,FIK E-Commerce,Information Technology,"['Front', 'endLinuxNetworkingWeb', 'developmentDebuggingSCALAData', 'structuresHTTP']",30+ Days Ago
IT technical Recruiter,Ram IT Solutions,Information Technology,"['TelecomSAPStaffingConsultingMarket', 'intelligenceSocial', 'networkingPeopleSoftOracle']",30+ Days Ago
US IT Recruiter,COLLABRAVE IT SOLUTIONS PRIVATE LIMITED,Information Technology,"['NetworkingHead', 'huntingTechnicalResourcingUS', 'recruitmentToolsTimeBusiness', 'Executive']",30+ Days Ago
Support Trainee,K Tree Computer Solutions (i) Pvt Ltd.,Information Technology,['HibernateSAPNetworkingsoftwarewanWindowsredhatjQuery'],30+ Days Ago
Internships,Hostinger International,Information Technology,"['TrainingAssuranceNetworkingFocusCorporateInternshipSoftware', 'solutionsBusiness', 'Executive']",30+ Days Ago
Digital Marketing Executive,Mpathy Digital Agency,Information Technology,"['Display', 'advertisingOnline', 'marketingSocial', 'mediaSocial', 'networkingSEMSEODigital', 'marketingMarketing', 'strategy']",30+ Days Ago
